track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
24H0AS6A5xhk0DVmHCxdyr,Joshua - Radio Edit,0.506,0.803,2.0,-5.981,0.0,0.0329,0.003,6.33e-06,0.335,0.174,126.967
6UVSdvx4RdFKLHEfY4mWz6,死ぬのがいいわ,0.6,0.76,6.0,-6.124,0.0,0.0452,0.166,4.09e-05,0.189,0.519,158.078
3Sq3FwpdyPEXa5iT9MfqfX,Joshua - Tom Staar Remix,0.565,0.631,0.0,-5.424,1.0,0.0369,0.000635,0.625,0.103,0.425,126.988
5qQhaHcjwwNhomqKxb3riO,Song For Lisa - Joris Voorn Remix,0.85,0.673,0.0,-9.377,0.0,0.0953,0.0493,0.55,0.374,0.173,125.999
3tgiLSHWL70Wr9fcQiztvT,Dance My Generation,0.615,0.97,7.0,-1.859,1.0,0.0338,0.000725,0.0,0.0418,0.727,132.966
3icw3Bf9uuNFglem9YFLQM,きらり,0.746,0.764,2.0,-6.833,1.0,0.0462,0.00803,0.0,0.357,0.701,116.982
2rfoC7N3u3AuhjAHbxosLQ,Heavy Hitter - Sharooz remix,0.777,0.844,1.0,-4.392,1.0,0.0575,0.000636,0.893,0.11,0.45,125.006
4rgIFV0SSQriWcoNcZ2IXv,Song For Lisa - Mustang Instrumental,0.724,0.742,0.0,-8.016,0.0,0.039,0.000421,0.391,0.101,0.803,116.008
0hUGEUR2fUtC2u1FkUuol4,Release,0.547,0.872,10.0,-8.838,0.0,0.039,0.00369,0.674,0.26,0.0359,129.986
6s4aUqjWJnLODwyOK8fISN,Matter Of Time - Coyu remix,0.451,0.822,1.0,-8.988,1.0,0.0393,0.000805,0.786,0.664,0.0361,125.0
70fvkUeq8VXSHawUPW8rPt,Tabiyakusha no Uta,0.293,0.371,2.0,-9.603,0.0,0.0351,0.991,0.162,0.43,0.503,103.437
3aOhHAdDwWNyPfcHVk9CCQ,うっせぇわ,0.525,0.978,11.0,-1.072,0.0,0.0815,0.00485,0.0,0.06,0.577,178.069
0i2msBjXDKG0q0LSLkkmMn,POPCORN CRISIS,0.813,0.858,2.0,-7.117,1.0,0.0486,0.0208,0.717,0.183,0.689,109.981
4GI4TxuEaP7ab8dHh4fR4j,Destroy - autoKratz Remix,0.608,0.785,6.0,-7.054,1.0,0.0601,0.000637,0.000162,0.175,0.197,127.975
70dkdbk231Xxi3HhIKKZDa,Japanese Cafe Music Thrills,0.696,0.181,5.0,-16.824,0.0,0.0917,0.878,0.00708,0.171,0.96,158.954
6ToOclKN91YMGHcnyWUFVG,Vision,0.535,0.851,11.0,-8.23,1.0,0.0389,0.000199,0.873,0.353,0.153,126.005
1RDt38lDTAh6dngD24t0Wc,Hikari,0.668,0.489,2.0,-8.555,1.0,0.0402,0.662,0.937,0.113,0.347,139.96
6Db9gg96Tul0ZPjl8b6M8A,あいつら全員同窓会,0.723,0.926,2.0,-1.991,0.0,0.114,0.436,0.0,0.0423,0.912,130.957
5ponccenfqMk1csl2vfcyE,Let Go - Mixhell Remix,0.643,0.802,11.0,-5.275,0.0,0.0402,0.144,0.859,0.108,0.244,128.049
1fQ3GlyKsyMq2lHvNSVOFg,THIS IS POP,0.586,0.961,2.0,-4.651,1.0,0.0535,0.0336,9.34e-06,0.505,0.378,127.023
7sNLkCpxLpA2PER2sgiSgX,Song For Lisa - Arveene & Misk Remix,0.617,0.833,8.0,-6.593,1.0,0.0555,0.00254,0.641,0.0993,0.688,128.023
1u2lLK7wInRN8q5Xk2FjQ6,I LOVE JAPANESE,0.739,0.681,11.0,-10.777,0.0,0.0409,0.438,0.0,0.119,0.867,133.863
6WJykgVKiJXxxugY5xIeKH,Out Of Nowhere,0.637,0.882,9.0,-6.173,0.0,0.0621,0.00473,0.908,0.209,0.299,123.984
5HO0RTUZ5XnoPYAHwjwnvk,波,0.658,0.828,1.0,-5.256,0.0,0.0307,0.00586,0.892,0.128,0.872,140.045
6E5z94gMtzBY09r8yPwwA7,Out Of Nowhere - reprise,0.254,0.564,0.0,-16.72,1.0,0.0502,0.133,0.888,0.153,0.0892,133.24
4sXwtCjNHrnoClGlNiaAXu,Fanfare,0.547,0.856,7.0,-3.804,1.0,0.0568,0.00551,0.000162,0.127,0.7,174.001
2OXhkZPCG3j5bCRQp3RZOc,日常,0.6,0.764,9.0,-8.759,1.0,0.0315,0.183,0.877,0.0837,0.427,127.996
3KTbLvXEZav17jneknd0vE,Destroy - Doorly Remix,0.862,0.75,1.0,-8.632,1.0,0.229,0.00217,0.521,0.0657,0.504,134.993
4l8oN1rUypT1gM5KuErgWw,Shiroi Fune no Iru Minato,0.413,0.123,7.0,-12.158,1.0,0.0467,0.992,0.000293,0.103,0.353,79.458
6oObwLoZWKEVr2zrqVUtU7,With Me,0.582,0.86,9.0,-3.609,0.0,0.0566,0.00963,0.0,0.113,0.753,125.046
0TSUMi1dMVT6iA6YFC4V2q,Song For Lisa - Mustang Remix,0.707,0.826,0.0,-4.432,0.0,0.0377,0.00115,0.00111,0.102,0.789,115.999
28y3MOcckvx1MbQCeWPEcC,水平線,0.424,0.761,10.0,-3.526,1.0,0.0305,0.0103,0.0,0.145,0.424,145.816
3Jho2i7mXEhVE2bzLGb6sa,Shells Of Silver - Maxxi Soundsystem Remix,0.745,0.704,8.0,-7.433,1.0,0.0415,0.00098,0.798,0.0575,0.775,114.004
69CovbuLdqBem13FCuBpva,暗いね、ナハトムジーク,0.758,0.854,5.0,-5.794,1.0,0.0295,0.15,0.00727,0.19,0.428,122.972
2YUIkkZj5YI2xFsYXD8cKX,Bopper,0.654,0.805,7.0,-5.037,1.0,0.068,0.00952,0.842,0.0759,0.358,126.034
64bQlsmdOhZYicwc7Bv0Wo,残機,0.667,0.903,2.0,-2.965,1.0,0.0732,0.403,0.0,0.119,0.849,140.981
01VonXdw2cLzctPw75YGu2,Song For Lisa - Joris Voorn instrumental,0.84,0.688,8.0,-10.064,1.0,0.0853,0.0392,0.801,0.401,0.0689,126.019
0xG4Sa7NxwxMsx4mdwzpqV,ほんのノスタルジー,0.632,0.648,11.0,-10.441,0.0,0.0315,0.44,0.000297,0.315,0.821,115.709
1LWp1qnL6JXEek5FuXLmIQ,Ahora - Japanese pop version,0.818,0.987,8.0,0.233,1.0,0.0893,0.0171,0.0343,0.0969,0.665,120.023
3UF5Gouof2NleMBOBEmG0x,Japanese girl,0.666,0.857,0.0,-3.632,0.0,0.038,0.000969,0.129,0.852,0.515,138.029
2EDRGV4uoDpbCZ2A3itWSy,Kick - Japanese Popstars Remix,0.536,0.737,0.0,-4.251,1.0,0.0518,0.000376,0.0,0.0922,0.147,130.023
40tCYiNCBj4iJNZDvPkbfS,Lonely Girl,0.525,0.826,0.0,-5.915,1.0,0.0371,0.000104,0.00198,0.045,0.788,143.014
3CaT1viKEwYGAkWrSiIW8S,Keep Running the Melody (feat. Kreesha Turner) - The Japanese PopStars Remix,0.744,0.786,11.0,-4.075,1.0,0.05,0.00305,0.518,0.144,0.518,125.999
3WBguAovTQgoQu7mk5IQbx,月光浴,0.724,0.321,1.0,-8.686,0.0,0.0749,0.51,0.0038,0.09,0.398,94.018
2VUrPod59RFb65pUWK7TLk,Electro Sixteen - The Japanese Popstars Mix,0.676,0.845,11.0,-3.804,1.0,0.332,0.000596,0.349,0.158,0.273,130.054
5BPLPubL6rlSpmDuAUkvDD,In My Head,0.273,0.899,5.0,-3.73,1.0,0.105,0.0569,0.0016,0.213,0.48,197.821
2iBzFNaMGu2xAVrTixckgN,Get Down (The Japanese Popstars Mix),0.73,0.977,2.0,-1.992,1.0,0.172,0.0341,0.0183,0.0588,0.529,127.05
1CvLwc47I5tQ5LX8qbz22O,Modulate - The Japanese Popstars Remix,0.714,0.974,10.0,-3.242,0.0,0.047,0.0128,0.93,0.107,0.394,128.001
36UamheCWld3bmEp9kVeMm,a room,0.6,0.791,11.0,-6.314,0.0,0.0791,0.0114,3.36e-05,0.11,0.433,182.036
4n0OPCftXNX6bglkvlYXjM,Home - The Japanese Popstars Remix,0.765,0.613,4.0,-9.328,0.0,0.239,0.00193,0.894,0.111,0.122,124.998
0Ugfr6T7uZWiY6ZnrM39yg,あそびたりない,0.586,0.61,8.0,-5.509,1.0,0.324,0.25,0.0,0.289,0.701,178.015
36ZygTFDSvsbdJ8yT4lfiy,Raver - The Japanese Popstars Remix,0.738,0.654,4.0,-8.041,0.0,0.0578,5.23e-05,0.792,0.106,0.392,128.008
5dCgkBL5jFsyLvGn678hux,Cannery Row - The Japanese Popstars Remix,0.712,0.742,9.0,-8.19,1.0,0.0506,0.0329,0.854,0.0725,0.0746,124.005
7e366gISm7hJsHdusYNSFI,ジャネーの法則,0.785,0.802,0.0,-5.794,1.0,0.0435,0.043,0.0,0.452,0.898,115.993
0ZRXodoTQcAKOvT01BXnNT,Can't Stop the Pop - Japanese Pop Mix,0.736,0.869,7.0,-5.722,1.0,0.228,0.236,0.0,0.244,0.795,124.853
1Yxkc695QmdUQXI77mOBWb,Midnight Groove,0.851,0.677,7.0,-6.308,1.0,0.043,0.0929,0.000161,0.0284,0.842,115.01
0o7bwKmTWhBeZRy5IvVout,Sweet Dreams,0.74,0.641,11.0,-9.54,0.0,0.0447,0.196,0.359,0.0996,0.943,140.011
6esGJfLmoMlGrLDNr1eJtN,Fanfare,0.537,0.851,7.0,-3.531,1.0,0.0645,0.0103,0.000195,0.114,0.585,173.978
3zZjmI3ck5wGN5omCyE2qz,Ripple,0.573,0.475,4.0,-9.65,1.0,0.03,0.277,0.935,0.119,0.218,97.981
1Kbf0BHuXbcEL7gkmz06zu,Dragon Festival,0.553,0.237,7.0,-15.945,1.0,0.0338,0.747,0.955,0.119,0.18,146.029
54YOwhul9Vlvl2QE5ozn90,Wake Up,0.775,0.605,6.0,-9.086,0.0,0.0475,0.00202,0.346,0.126,0.559,124.998
2SqSmzGxxFEEnd433Zc1w4,風雅,0.37,0.605,9.0,-13.802,1.0,0.0641,0.0203,0.915,0.357,0.473,146.987
5bbsgK5gnN2AUv9mRh5iW0,Glitter,0.748,0.496,0.0,-10.738,1.0,0.0869,0.159,0.00566,0.178,0.757,145.044
5VJKJLJvEYN7SipknHmeZB,ジャネーの法則,0.787,0.821,0.0,-5.788,1.0,0.0466,0.0199,2.7e-05,0.602,0.897,115.958
1whG4i6xtLIYH1h2mRdqZg,Cat in the Alley,0.577,0.468,4.0,-12.391,0.0,0.0615,0.189,0.829,0.143,0.381,179.997
1YT6uHYh7H57hIdbmfqUyD,yyyymmdd,0.76,0.887,7.0,-3.74,0.0,0.0588,0.106,8e-06,0.323,0.873,108.058
3NivWxk5D6XJ7JluqgNbdE,Sennen Hanten,0.804,0.753,1.0,-4.374,1.0,0.0687,0.0134,0.0,0.0413,0.609,119.96
1lsuyBSwHiboxGr2nFOAZ1,リアライズ,0.514,0.657,8.0,-6.899,1.0,0.0349,0.0322,3.76e-05,0.0815,0.401,77.982
7v224lTGFakDzEwTtg3MsL,key of life,0.681,0.969,3.0,-1.489,1.0,0.0333,0.0772,0.0,0.124,0.908,140.024
7EglUecJIrh3if0XhPu0l3,POPCORN,0.504,0.666,9.0,-6.413,0.0,0.0319,0.00545,0.107,0.378,0.265,108.967
75BRbasIBASflHatsavy0J,Popcorn - English Version,0.373,0.909,4.0,-3.054,1.0,0.0448,0.00588,0.0,0.0561,0.735,176.897
2ihXoLWQ3lAPzeNVYuMw3M,ポリリズム - extra short edit,0.549,0.945,0.0,-1.161,0.0,0.0368,0.0197,0.0,0.335,0.83,127.989
4HjsARccnURoNP880sQfu3,Bottle Pop,0.65,0.55,0.0,-6.042,1.0,0.049,0.422,5.08e-05,0.214,0.0672,170.999
0k9nmZ4Jtj3lbQz0L59sED,いつまであるか - POP SOS Ver.,0.508,0.759,0.0,-4.698,0.0,0.0606,0.00176,5.09e-06,0.096,0.576,132.099
2d2V1yKcvTZh9muSkxl2Zp,pop,0.874,0.511,6.0,-12.354,1.0,0.0548,0.833,0.397,0.0853,0.903,127.971
0eJbIqK9VQJ5uCvA8HMvAs,POPSONG,0.672,0.697,5.0,-6.739,1.0,0.0339,0.0199,0.000316,0.119,0.777,139.95
0tqv1WDWyGdQM8Vo0Brjtg,Everyday Everynight,0.622,0.922,0.0,-4.741,1.0,0.041,0.0249,3.1e-06,0.35,0.448,134.991
7bLGWmj9HOncAjQqDTKLgr,Life Goes On,0.572,0.646,0.0,-5.3,1.0,0.0344,0.0689,0.0,0.345,0.281,112.861
3v0je4aXYtdJC3aiIdk9Hw,hua,0.747,0.0615,7.0,-18.545,0.0,0.034,0.985,0.0276,0.147,0.204,129.896
6Q9tEIm0PQqY4x5X8n4ql5,grace,0.668,0.685,7.0,-8.765,1.0,0.0472,0.0822,0.0257,0.319,0.637,108.971
0XloLpwCGxf6gFPpvDo6Ej,花 - Piano Ver.,0.551,0.456,0.0,-14.48,0.0,0.0471,0.984,0.951,0.117,0.256,119.996
3VJd0jJchD44SzCLCciyNc,BORDER,0.59,0.929,7.0,-4.555,1.0,0.0367,0.00372,0.0,0.33,0.806,109.962
3sCP6mY6d6fcmEDwpjpFPn,Vivid,0.639,0.906,7.0,-3.225,0.0,0.0871,0.0618,0.0,0.758,0.664,99.898
1M2GMBPJgKwEYd7cawXxeb,Raquel,0.527,0.757,1.0,-6.215,1.0,0.436,0.396,0.0,0.0673,0.706,141.752
57zDjNteqBraqH0Vo8QpyH,GRACE,0.361,0.665,11.0,-7.116,1.0,0.0314,0.0168,0.0298,0.155,0.194,152.024
35NeeJjCvObgNcwHbAeUhX,JODEL,0.442,0.968,3.0,-1.675,1.0,0.053,0.0143,0.0,0.418,0.675,163.973
7b4u2bIRxR1490UtQhAsjN,スタート！,0.574,0.98,8.0,-2.09,1.0,0.143,0.0114,0.0,0.11,0.737,147.964
5oAr5jRRLym5S3Szz7XQAV,Stay on My Mind,0.769,0.692,5.0,-8.623,1.0,0.0323,0.0784,0.000233,0.16,0.825,109.978
23wGLO3dxt09IMHl5OuqjS,東京サンセット - Future pop remix,0.63,0.569,8.0,-11.52,0.0,0.064,0.459,0.248,0.0761,0.411,119.969
1N3OvnUZT671XwrQKutvJ7,Vampiregirl,0.378,0.934,11.0,-3.702,0.0,0.107,0.0013,0.0149,0.322,0.602,159.829
4QKcImt2EdueLGO1mEDM4n,ただ,0.626,0.948,5.0,-3.131,1.0,0.0477,0.0364,0.0,0.0869,0.418,113.003
3uRTg5bP1zNSb2iWJpa65d,SG,0.619,0.508,1.0,-5.692,1.0,0.0369,0.0569,0.0,0.085,0.547,174.12
7pigxkRrKgXxwGx5boA4XJ,女々しくて,0.589,0.788,2.0,0.143,1.0,0.0293,0.0176,0.0,0.281,0.818,143.044
3t6pKG8DLUbtlaLSSNr4z6,Anshin,0.658,0.59,8.0,-6.04,1.0,0.0314,0.603,0.0,0.336,0.674,86.111
7vUwytRwxfHNdAqcE7OzIO,Soda Pop City (Secret VIP),0.361,0.941,5.0,-4.17,1.0,0.0483,0.000134,0.908,0.056,0.0757,169.95
45FqfEWHLWd4vIB1YWtsJG,Discommunication,0.354,0.932,7.0,-2.423,1.0,0.108,0.0223,1.56e-06,0.197,0.356,155.683
3iD0axhVUqJsLDP9M2W7nL,Skip,0.699,0.576,0.0,-13.233,1.0,0.0428,0.776,0.757,0.0984,0.431,100.014
7IbJF3r7r7NAwB1BB4CzDR,Kaze ha Umi kara,0.264,0.404,7.0,-7.491,1.0,0.0329,0.993,0.916,0.158,0.343,100.333
4mDuvl6GibwgCRiiXoTZ7e,Kaeribune,0.278,0.356,2.0,-12.75,0.0,0.0321,0.994,0.927,0.108,0.268,91.512
2Do7XZX64T7wgm2Xba7g8j,Pop Song,0.497,0.876,0.0,-6.888,1.0,0.0305,0.039,0.0,0.101,0.886,75.928
7FY0WUDBO0YDQXDaIY9KJ3,Kaze,0.401,0.873,4.0,-4.635,1.0,0.0744,0.185,0.0,0.151,0.67,172.072
1ED03YD3BInTi9cKYdgmC1,Mune no furiko,0.317,0.284,3.0,-9.525,1.0,0.033,0.993,0.0578,0.0871,0.38,82.144
6ZbNIEKLzcXLwmf3aZ4SSV,Pastel,0.449,0.719,4.0,-8.867,1.0,0.0378,0.458,0.0402,0.321,0.192,125.059
55SdXSvpy9T6ROTab0MFUk,Replay,0.566,0.782,1.0,-5.567,1.0,0.0357,0.101,0.0,0.326,0.605,146.115
6SMmB5THUkfjyacSjyJGPe,Kaze,0.414,0.205,7.0,-17.135,0.0,0.0331,0.921,0.859,0.248,0.0392,146.0
3Si3IJEOuXIpPFLK2F7A2E,勘冴えて悔しいわ,0.641,0.932,5.0,-1.828,1.0,0.122,0.238,2.41e-06,0.0521,0.782,149.875
4r6nmk5WGl4tsDLTYGWXvT,i like pop,0.433,0.752,5.0,-7.427,0.0,0.0559,0.538,0.000187,0.0938,0.917,175.926
56nt8nl8WmrVhdMLGqrFD5,Numa,0.544,0.272,5.0,-16.784,1.0,0.0281,0.784,0.92,0.111,0.0384,98.072
6OHuAQpjzwy6qvGWfRRLd8,Psychedelic Life,0.584,0.744,9.0,-4.364,0.0,0.0263,0.000391,0.856,0.0922,0.572,130.084
0fXOX6BiKhMoGdrOZOkTrV,MY LOVE SO SWEET - Good Memory City J-Pop Piano Cover Version,0.63,0.233,0.0,-16.652,1.0,0.0583,0.994,0.954,0.13,0.177,119.943
5EbyQQL9t4fmxlbZPf1fvI,POP NEGA POP,0.543,0.962,9.0,-4.736,1.0,0.0602,0.00156,0.735,0.312,0.554,149.943
5xt9N7xhDqEpp6NIdMCUux,Jam,0.688,0.471,2.0,-6.969,1.0,0.0438,0.179,0.00265,0.0524,0.819,114.006
7rPRKd7S3nHFhzSTAECILT,Love Song - Japanese Vocal Version,0.524,0.588,6.0,-4.337,0.0,0.0282,0.182,0.0,0.108,0.28,82.109
612gcwyTKrMp0dtpfCbCEt,きらり,0.746,0.764,2.0,-6.833,1.0,0.0462,0.00803,0.0,0.357,0.701,116.982
0kpOai163REQuQCT5MOUNP,ポップアート,0.656,0.812,4.0,-8.694,0.0,0.116,0.174,0.000293,0.2,0.813,93.123
3b74if3eHyqkVy55ItIs1V,POPにいこうよ,0.76,0.698,11.0,-10.257,1.0,0.0266,0.0375,3.54e-05,0.214,0.928,130.677
5EufKCg98djtYQRSZXV4l9,Parade,0.684,0.422,2.0,-12.467,1.0,0.0263,0.187,0.0542,0.227,0.346,109.988
0lxanIyAiXtYOTYhz4m4UA,修羅の巷,0.431,0.726,6.0,-4.093,0.0,0.0347,0.00198,0.0,0.0693,0.382,85.025
4TWheZMBQZW9bu2u3qfskk,Keep trying,0.527,0.844,0.0,-4.371,1.0,0.0995,0.184,0.000586,0.282,0.333,140.065
76DaV21yMTL3BgdzdrOUN5,P.O.P,0.788,0.732,8.0,-4.845,1.0,0.0365,0.0443,0.00064,0.117,0.771,120.012
0vgYHlojtDBnyTnQ6yZkre,Pop,0.414,0.532,1.0,-8.838,1.0,0.0278,0.553,0.000694,0.16,0.587,204.172
7g1WiqluX4ZyMZnfbEK9NM,TOP SECRET MAN,0.597,0.922,6.0,-4.887,0.0,0.186,0.189,2.89e-05,0.833,0.449,80.462
4MfBcqi9FrNUQjLr8tBJW3,ファンタジー,0.663,0.842,6.0,-4.665,1.0,0.112,0.0165,0.0,0.485,0.705,136.964
2oxbIoE9IU7mXJVOBZg74b,Paradise Honolulu,0.29,0.244,0.0,-15.384,1.0,0.0446,0.974,1.83e-06,0.265,0.468,80.743
5PI9CzEjpn0Jucx2GV1oJ5,FLASHBACKS (Cute Japanese Song),0.651,0.943,5.0,-4.16,0.0,0.0519,0.00358,0.00124,0.385,0.355,128.035
12MoiAR0psK3rKTpsNskho,JPOP,0.738,0.644,11.0,-9.386,0.0,0.0433,0.000442,0.85,0.313,0.516,119.986
3D4kjAtAm67d4LjlUSTGap,popsicle - 2016 rework - 2022 Remaster,0.435,0.693,1.0,-8.932,0.0,0.0377,0.0106,0.573,0.111,0.359,172.012
6MXn5V1rXoDsZr3Fpo5QuR,Soda Pop,0.772,0.867,7.0,-5.919,1.0,0.039,0.0282,0.0,0.121,0.786,122.02
0QSzCE5M0tpBtHbtzM4u0b,Beach,0.714,0.649,7.0,-6.052,1.0,0.0373,0.18,0.0,0.135,0.93,81.03
6qeTFhlkCSydrs9foq231d,uma uma,0.38,0.886,1.0,-5.771,1.0,0.0495,0.0609,1.07e-06,0.0906,0.529,93.904
1oDvYwIdLHKH7Zr0qSIHXg,I like pop,0.441,0.729,5.0,-8.513,0.0,0.0523,0.519,0.000252,0.0614,0.905,176.233
3LoTXVMPog4NjKZn8ByPVy,POP MASTER,0.355,0.943,5.0,-6.208,1.0,0.21,0.0368,0.0,0.126,0.317,181.99
0C05DCPTnrhyEiPXcSNJUZ,波がたった,0.59,0.81,5.0,-4.371,1.0,0.0313,0.00122,0.0,0.0572,0.497,124.009
1qTgj9WRNRBwm0s133ljfu,pop (Acoustic Lo-Fi ver.),0.705,0.301,4.0,-12.727,1.0,0.0341,0.976,0.667,0.108,0.478,120.983
4wssFQY2Ok0rUitttjqGUo,Summer Time Pop,0.563,0.639,7.0,-7.642,0.0,0.0964,0.00743,0.643,0.0572,0.51,190.016
4ZOoY2sqLGdbap5u7kJwzk,POP!!,0.504,0.964,2.0,-2.271,1.0,0.038,0.000551,0.438,0.17,0.499,92.507
61Fy3V7VGn6vrDe6ysMblU,Tikpop,0.574,0.629,5.0,-6.328,1.0,0.0344,0.25,0.000126,0.107,0.554,116.067
5GEZVplHIO0bVCnuCwXmfV,STAY AWAY 〜Jaze Poo Mix〜,0.625,0.867,7.0,-3.946,1.0,0.152,0.0377,1.95e-06,0.0686,0.505,79.988
7KlWK9hOu9mDqxMjojoxVP,KARISOME,0.695,0.794,7.0,-8.978,1.0,0.0535,0.0583,0.000478,0.176,0.523,115.011
7jNqwmZDpxOSUQTqVMgpwO,Kaede,0.531,0.709,1.0,-8.582,0.0,0.073,0.0138,0.95,0.11,0.517,105.039
0aYFhMcydpx20YnjFJ7ctI,日本妹,0.626,0.658,6.0,-9.696,1.0,0.135,0.528,0.0,0.0924,0.553,150.134
47ReaHc8cWPbOYDKQMYjqB,Nightlife,0.596,0.789,0.0,-8.562,1.0,0.0357,0.000759,0.82,0.302,0.237,115.027
6YDUxMvF9OWOSrdHrcJmEK,瞳はダイアモンド,0.505,0.714,7.0,-4.384,1.0,0.0338,0.274,0.0,0.352,0.33,164.08
3n2FfnO1tjMxyWHofqKX7S,Express Moon,0.731,0.502,2.0,-5.843,1.0,0.0496,0.735,0.0,0.337,0.321,120.089
7xRgdfWzD67Dat3dgZRd6E,もんだいガール,0.496,0.988,6.0,-0.497,1.0,0.0384,0.00157,1.07e-06,0.142,0.557,150.049
4kDzW4MPzVXW2OuxfzWIG8,あつまれ!パーティーピーポー,0.488,0.948,2.0,-0.724,1.0,0.205,0.0947,0.0,0.213,0.544,164.114
6ViWwKhG1qGAs8zDHCNmEK,RAIMEI,0.446,0.995,11.0,-2.551,0.0,0.25,0.0989,0.0,0.349,0.627,180.062
2RdbPJMrrO49yYMnYc22uy,Silent Goodbye,0.567,0.681,0.0,-3.695,1.0,0.035,0.0874,0.0,0.122,0.238,83.071
1E6H8b0dUuCt7vbBgL1Fvm,Bomba,0.799,0.79,10.0,-3.692,0.0,0.0736,0.274,0.0,0.041,0.702,93.978
0S6giCcEzgm7SzK6cczMKc,Q&A,0.802,0.893,11.0,-4.103,1.0,0.0852,0.0614,0.0,0.226,0.593,120.003
4Zv9jfmPxCmn7NFHvSCwO4,Tag Me (@Me),0.669,0.971,4.0,-0.808,0.0,0.106,0.0991,7.86e-05,0.301,0.837,160.007
30ONTGLQmqs4BfrmFkXgij,believe,0.6,0.817,7.0,-2.957,1.0,0.0497,0.343,0.0,0.0958,0.238,91.976
1hXpqrmqmlYMfpF23fb8mK,Guardian,0.771,0.875,2.0,-4.092,1.0,0.0562,0.00775,0.0,0.0998,0.722,150.105
1AToLLvWghQgiBFef1iGuR,I`m a B,0.711,0.77,10.0,-4.724,0.0,0.0826,0.135,8.9e-06,0.18,0.927,139.968
2vThhzagG4by8ybBs3Q08v,BIRTHDAY,0.678,0.827,7.0,-4.894,1.0,0.106,0.0103,1.39e-05,0.0372,0.556,179.972
1q97NRLZfQlXYvZJAQ7tln,BUTTERFLY,0.567,0.563,3.0,-6.303,0.0,0.0362,0.156,1.58e-06,0.119,0.494,179.851
3sTaFqWewtfwuLEIZsUn1W,もったいないとらんど,0.575,0.963,6.0,-1.56,0.0,0.084,0.0264,0.0,0.0504,0.868,159.963
0mIM6SNuNu9LQAxEp5MM0M,恋をする,0.628,0.897,1.0,-3.155,1.0,0.0496,0.137,0.0,0.321,0.574,120.971
172opQClbayrSqlAEqPadC,Apple,0.641,0.929,9.0,-4.88,1.0,0.16,0.0157,0.0,0.121,0.234,119.965
6injdlnQwpo4n8obc52QKP,Girls,0.695,0.834,5.0,-3.288,0.0,0.0435,0.00753,9.16e-05,0.126,0.647,115.045
5ra8lyRCRRMyVuz5Qxs47y,woo!ah!,0.687,0.72,9.0,-3.45,1.0,0.0479,0.0522,0.0,0.132,0.69,124.961
1hRWjTcAVz1RsMeiv6EE5X,コトノハ,0.646,0.422,6.0,-6.295,1.0,0.0261,0.444,0.0,0.122,0.356,133.95
6En9Z8NKrwdICpD4FQk9sm,ナイター,0.465,0.642,2.0,-4.51,1.0,0.0299,0.508,0.0,0.115,0.398,150.024
0q7U1KqAYPGHdwC8HVw67y,LOVEADE,0.804,0.786,1.0,-4.071,1.0,0.146,0.0138,0.0,0.0725,0.745,113.999
5mBOq1pewAV0s32BeaYe1m,Face the change,0.644,0.975,8.0,-3.598,0.0,0.036,0.0066,0.129,0.0858,0.921,124.871
1uXxThEZxATjohZsEZtnvF,DREAM NEVER END,0.683,0.606,7.0,-8.173,1.0,0.135,0.25,0.0,0.526,0.446,77.981
5OZEI5asFTKBU25BLJsSMy,The Perfect Vision - 15th anniversary ver.,0.496,0.415,9.0,-4.946,0.0,0.0463,0.928,0.0,0.0942,0.574,71.867
0gBXIctFOSuM2jTEV7mwZ8,宿り星,0.374,0.85,2.0,-3.063,1.0,0.0724,0.0053,0.0,0.129,0.511,159.971
1T0sT2TVNCvc1jqGBs9qTf,Closer,0.791,0.866,5.0,-2.509,1.0,0.0977,0.159,5.65e-05,0.109,0.596,109.984
2m1RjWr8UtqxBg0DQMAA1n,遠く遠く - '06 ヴァージョン,0.635,0.79,1.0,-5.317,1.0,0.0292,0.0541,0.0,0.105,0.677,90.004
3itibY53OwV21OP7m6VHbX,Twenty,0.418,0.832,0.0,-2.714,0.0,0.141,0.244,0.0,0.112,0.471,81.913
4emGO02ca3EAYXah4g4Vlb,LEAP of FAITH,0.572,0.852,4.0,-6.45,0.0,0.0655,0.0118,3.15e-06,0.384,0.206,128.014
1AdrKqTGA8qh6pjT2r2Obm,キセキ,0.465,0.554,11.0,-4.736,0.0,0.0285,0.343,0.0,0.101,0.213,137.995
7muTXW7kGytN3zdomku6FV,TAIL,0.515,0.858,9.0,-3.136,1.0,0.19,0.0435,1.8e-05,0.0796,0.428,125.07
05G51ez5Z73NRE0l2QtZfH,Short Hair,0.743,0.883,11.0,-2.017,1.0,0.0374,0.307,0.0,0.304,0.881,109.981
2DwUdMJ5uxv20EhAildreg,Cookie,0.847,0.638,0.0,-3.764,1.0,0.0575,0.0596,0.0,0.0894,0.661,156.935
2YebQoW1o4ocz0ng393yVl,クリスタルズ・オブ・ラヴ,0.541,0.877,11.0,-4.797,1.0,0.0696,0.0138,0.0,0.112,0.717,86.489
1ZbHO6Th3cLF4awVVseYdT,MAGIC,0.721,0.955,0.0,-3.863,0.0,0.0821,0.487,0.0,0.225,0.83,129.961
